Age_08_04,KM,HP,Automatic,cc,Doors,Weight,Fuel_Type_Diesel,Fuel_Type_Petrol
78,43622,86,0,1300,4,1000,False,True
43,30742,110,0,1600,3,1040,False,True
53,90200,97,0,1400,3,1025,False,True
11,6155,97,0,1400,5,1110,False,True
28,44142,110,0,1600,3,1120,False,True
55,52141,110,0,1600,5,1070,False,True
40,130062,69,0,1900,5,1140,True,False
61,59000,110,0,1600,5,1070,False,True
73,70482,110,0,1600,5,1075,False,True
80,70597,107,1,1600,3,1080,False,True
9,1,98,0,1400,4,1065,False,True
60,40000,86,0,1300,4,1000,False,True
63,115000,110,0,1600,3,1109,False,False
8,10000,97,0,1400,5,1110,False,True
48,50967,97,0,1400,5,1060,False,True
77,98000,110,0,1600,5,1065,False,True
60,43426,110,0,1600,5,1070,False,True
54,60239,110,0,1600,5,1075,False,True
23,28227,97,0,1400,5,1110,False,True
75,89507,86,0,1300,3,1015,False,True
52,29500,110,0,1600,3,1055,False,True
61,80714,110,0,1600,5,1075,False,True
59,112827,86,0,1300,5,1040,False,True
61,66259,110,0,1600,3,1065,False,True
41,61000,110,0,1600,5,1075,False,True
60,85000,86,0,1300,3,1025,False,True
33,78108,90,0,2000,3,1170,True,False
9,7650,110,0,1600,5,1115,False,True
19,29441,97,0,1400,5,1110,False,True
71,72128,107,1,1600,5,1100,False,True
40,73042,110,0,1598,5,1075,False,True
80,94447,110,0,1600,3,1050,False,True
1,1,110,0,1600,5,1075,False,True
27,44068,97,0,1400,3,1100,False,True
61,97425,110,0,1600,5,1075,False,True
20,7187,110,0,1600,3,1105,False,True
32,25329,97,0,1400,3,1100,False,True
52,36000,110,0,1600,5,1075,False,True
60,58269,110,0,1600,3,1050,False,True
72,86860,110,0,1600,5,1075,False,True
79,55425,110,0,1600,5,1075,False,True
56,62751,110,0,1600,3,1050,False,True
52,66527,110,0,1600,5,1080,False,True
60,61100,86,0,1300,3,1015,False,True
29,25813,110,0,1600,3,1120,False,True
59,56259,86,0,1300,3,1015,False,True
69,97000,110,0,1600,4,1035,False,True
22,30000,110,0,2000,5,1275,True,False
58,61343,110,0,1600,5,1075,False,True
73,87000,86,0,1300,3,1015,False,True
35,21904,97,0,1400,3,1025,False,True
54,55877,110,0,1600,5,1075,False,True
68,65400,86,0,1300,4,1000,False,True
72,75840,86,0,1300,5,1035,False,True
55,150000,110,0,1600,3,1075,False,False
65,84558,110,0,1600,5,1120,False,True
64,89145,86,0,1300,3,1025,False,True
71,74000,110,0,1600,3,1050,False,True
50,72242,110,1,1600,3,1070,False,True
39,50000,97,0,1400,5,1060,False,True
23,28000,110,0,1600,5,1115,False,True
58,58000,110,0,1600,3,1050,False,True
42,61300,97,0,1400,3,1030,False,True
48,75045,110,0,1600,3,1055,False,True
48,119742,110,0,1600,5,1080,False,True
67,155500,110,0,1600,5,1050,False,True
8,7000,110,0,1600,5,1115,False,True
24,25563,110,0,1600,3,1065,False,True
78,75323,86,0,1300,5,1050,False,True
71,59164,110,0,1600,4,1035,False,True
44,29716,110,1,1600,3,1070,False,True
67,49585,110,0,1600,5,1085,False,True
62,61930,110,0,1600,4,1035,False,True
56,19313,97,0,1400,3,1025,False,True
27,37177,110,0,1600,5,1130,False,True
73,87358,110,0,1600,3,1050,False,True
35,48052,69,0,1900,3,1105,True,False
79,99397,86,0,1300,5,1035,False,True
67,62316,110,0,1600,3,1050,False,True
75,150000,72,0,2000,3,1135,True,False
79,61165,107,1,1600,3,1080,False,True
43,46515,97,0,1400,5,1025,False,True
74,120196,110,0,1600,3,1050,False,True
66,97046,86,0,1300,4,1000,False,True
37,21500,110,0,1600,5,1030,False,True
80,66843,110,0,1600,5,1075,False,True
25,25000,97,0,1400,3,1100,False,True
62,84549,110,0,1600,5,1075,False,True
77,60000,110,0,1600,3,1050,False,True
61,110853,110,0,1600,5,1070,False,True
57,31307,110,0,1600,5,1070,False,True
76,59815,110,0,1587,3,1055,False,True
55,44537,97,0,1400,3,1025,False,True
73,103121,86,0,1300,5,1035,False,True
59,98658,86,0,1300,3,1020,False,True
67,83560,86,0,1300,3,1015,False,True
44,158320,69,0,1800,5,1110,True,False
62,57179,110,0,1600,5,1075,False,True
54,71725,110,0,1600,4,1035,False,True
65,63000,86,1,1300,5,1065,False,True
56,129155,69,0,1800,5,1110,True,False
58,103458,86,0,1300,3,1025,False,True
60,80000,86,0,1300,5,1015,False,True
74,42317,107,1,1600,5,1100,False,True
59,86871,86,0,1300,5,1040,False,True
55,94122,86,0,1300,3,1015,False,True
38,16000,97,0,1400,5,1060,False,True
48,98100,69,0,1900,5,1140,True,False
28,28000,110,0,1600,5,1130,False,True
74,61700,110,0,1600,5,1070,False,True
72,106108,110,0,1600,3,1050,False,True
51,57645,110,0,1600,5,1080,False,True
68,69103,110,0,1600,4,1035,False,True
37,118217,110,0,1600,5,1075,False,True
71,120474,72,0,2000,3,1115,True,False
62,147636,72,0,2000,5,1135,True,False
7,10000,116,0,2000,5,1270,True,False
54,96100,110,0,1600,5,1080,False,True
50,1,90,0,2000,3,1260,True,False
62,47750,86,0,1300,5,1040,False,True
63,57124,110,0,1600,3,1065,False,True
68,204250,72,0,2000,3,1115,True,False
69,57096,86,0,1300,3,1025,False,True
19,50005,110,0,2000,3,1265,True,False
65,65513,110,1,1600,4,1070,False,True
74,124910,72,0,2000,5,1135,True,False
75,57144,110,0,1600,5,1070,False,True
59,80430,110,0,1600,3,1065,False,True
56,58142,110,0,1600,5,1080,False,True
72,19000,86,0,1300,3,1015,False,True
74,56132,110,0,1600,4,1035,False,True
80,105135,110,0,1600,3,1050,False,True
70,91900,86,0,1300,3,1015,False,True
22,43610,192,0,1800,3,1185,False,True
53,117913,69,0,1900,5,1110,True,False
41,45287,110,0,1600,5,1075,False,True
50,40400,97,0,1400,5,1060,False,True
22,46961,97,0,1400,3,1100,False,True
68,66550,86,0,1332,3,1010,False,True
14,5278,110,1,1600,4,1150,False,True
51,96135,72,0,2000,3,1115,True,False
46,34000,110,0,1600,5,1075,False,True
65,68000,86,0,1300,3,1015,False,True
34,49291,110,0,1600,3,1040,False,True
73,134539,110,0,1600,5,1070,False,True
49,86221,110,0,1600,3,1045,False,True
64,98291,86,0,1300,4,1000,False,True
79,93090,86,0,1300,5,1035,False,True
70,85470,107,1,1600,3,1080,False,True
50,45900,110,0,1600,5,1075,False,True
77,61648,110,0,1600,5,1070,False,True
68,104000,86,0,1300,3,1015,False,True
65,98500,110,0,1600,5,1075,False,True
65,58829,110,0,1600,3,1050,False,True
75,52000,110,0,1600,5,1075,False,True
60,65259,110,0,1600,3,1050,False,True
76,45410,86,0,1300,5,1035,False,True
16,11754,110,1,1600,5,1180,False,True
61,60532,110,0,1600,3,1050,False,True
61,44597,86,0,1300,3,1015,False,True
76,104344,110,0,1600,3,1050,False,True
44,52084,97,0,1400,3,1025,False,True
76,115345,110,0,1600,5,1070,False,True
35,32000,110,0,1600,3,1040,False,True
70,61000,110,0,1600,4,1035,False,True
55,52149,97,0,1400,3,1085,False,True
62,35512,110,0,1600,3,1065,False,True
59,78750,90,0,1975,5,1155,True,False
77,75799,110,0,1600,3,1050,False,True
65,80000,86,0,1300,2,1015,False,True
78,176000,86,0,1300,5,1035,False,True
51,50000,86,0,1300,5,1045,False,True
28,56349,110,0,1600,3,1120,False,True
39,24723,110,1,1600,4,1060,False,True
80,85565,110,0,1600,5,1070,False,True
41,29716,116,0,1600,5,1075,False,True
50,82735,97,0,1400,3,1030,False,True
56,65000,110,0,1600,5,1075,False,True
41,75697,97,0,1400,3,1025,False,True
64,58136,110,0,1600,5,1075,False,True
80,63500,110,0,1600,3,1050,False,True
63,36923,86,0,1300,5,1050,False,True
71,48576,86,0,1300,3,1015,False,True
20,33329,97,0,1400,3,1100,False,True
62,37000,86,0,1300,3,1015,False,True
60,96000,72,0,2000,4,1100,True,False
67,42102,110,0,1600,5,1075,False,True
12,13634,110,0,1600,5,1115,False,True
77,80486,110,0,1600,5,1070,False,True
70,16916,86,0,1300,3,1015,False,True
62,75000,110,0,1600,5,1070,False,True
49,31999,97,0,1400,3,1030,False,True
65,93428,110,0,1600,5,1075,False,True
78,87743,110,0,1600,3,1055,False,True
54,61000,69,0,2000,5,1140,True,False
50,39706,110,0,1600,5,1080,False,True
61,73894,110,0,1600,3,1065,False,True
51,53268,110,0,1600,5,1080,False,True
66,126452,110,0,1600,5,1085,False,True
78,73638,86,1,1300,4,1015,False,True
66,74963,107,1,1600,3,1085,False,True
8,10841,90,0,2000,5,1270,True,False
64,82723,86,0,1300,3,1015,False,True
63,68453,110,0,1600,5,1070,False,True
17,57313,110,0,2000,5,1275,True,False
67,113118,86,0,1300,3,1020,False,True
68,125000,72,0,2000,3,1115,True,False
44,21027,110,0,1600,5,1080,False,True
40,48952,90,0,2000,5,1205,True,False
59,113700,110,0,1600,5,1065,False,True
57,55000,110,0,1600,5,1075,False,True
65,70068,110,0,1600,5,1075,False,True
58,63870,72,0,2000,5,1135,True,False
27,79375,90,0,2000,5,1255,True,False
78,82675,86,0,1300,3,1015,False,True
58,43000,110,1,1600,4,1114,False,False
66,62135,86,0,1300,5,1035,False,True
67,77821,110,0,1600,5,1075,False,True
30,38500,90,0,2000,3,1170,True,False
62,39000,110,0,1600,5,1075,False,True
69,79000,86,0,1300,3,1015,False,True
40,50640,110,0,1600,5,1075,False,True
74,106250,110,0,1600,5,1070,False,True
79,68945,110,0,1600,5,1085,False,True
54,75231,110,0,1600,5,1080,False,True
66,39144,110,0,1600,3,1050,False,True
80,143560,86,1,1300,3,1045,False,True
67,67110,86,0,1300,5,1035,False,True
80,73200,110,0,1600,5,1070,False,True
44,39516,97,0,1400,5,1060,False,True
80,110887,110,0,1600,3,1055,False,True
39,37782,97,0,1400,5,1060,False,True
14,17896,110,1,1600,4,1150,False,True
49,34890,97,0,1400,3,1025,False,True
22,62636,90,0,2000,5,1255,True,False
73,111602,86,0,1300,3,1015,False,True
59,87654,86,1,1300,5,1065,False,True
65,68000,110,0,1600,5,1075,False,True
50,65471,97,0,1400,5,1060,False,True
68,47500,86,0,1300,5,1035,False,True
64,114846,110,0,1600,5,1075,False,True
54,115558,110,0,1600,4,1035,False,True
51,53408,110,0,1600,5,1080,False,True
40,36566,110,0,1600,5,1090,False,True
30,64359,110,0,1600,3,1105,False,True
68,101001,110,0,1600,5,1075,False,True
26,43000,97,0,1400,3,1100,False,True
63,59000,86,0,1300,5,1035,False,True
67,69000,110,0,1600,3,1065,False,True
78,72222,110,0,1600,5,1070,False,True
47,102352,110,0,1600,5,1080,False,True
61,57169,110,0,1600,3,1065,False,True
54,46856,97,0,1400,5,1060,False,True
65,80086,110,0,1600,4,1035,False,True
80,160000,86,0,1300,3,1015,False,True
39,56001,110,0,1600,5,1075,False,True
61,75609,86,0,1300,3,1015,False,True
53,60558,110,0,1600,4,1105,False,True
13,13178,110,0,1600,5,1130,False,True
59,50469,110,0,1600,5,1070,False,True
68,65000,110,0,1600,5,1070,False,True
64,133769,72,0,2000,3,1120,True,False
61,100748,110,0,1600,5,1070,False,True
49,36000,110,0,1600,5,1080,False,True
70,57829,110,0,1600,3,1050,False,True
24,21716,110,0,1600,3,1105,False,True
20,35000,97,0,1400,5,1110,False,True
67,56074,86,0,1300,4,1000,False,True
57,45000,110,0,1600,5,1050,False,True
80,44444,110,0,1600,3,1050,False,True
40,161000,69,0,1900,3,1105,True,False
68,43000,110,0,1600,5,1035,False,True
78,47400,86,0,1300,5,1040,False,True
76,89520,110,0,1600,3,1050,False,True
59,190900,72,0,2000,3,1115,True,False
7,2000,110,0,1600,5,1075,False,True
41,39659,110,0,1600,3,1045,False,True
54,58530,110,0,1600,5,1075,False,True
78,82595,86,0,1300,3,1015,False,True
72,88500,110,0,1600,5,1075,False,True
74,88700,110,0,1600,3,1050,False,True
56,52000,97,0,1400,3,1025,False,True
69,155000,72,0,2000,3,1115,True,False
54,63792,110,0,1600,5,1075,False,True
11,12500,110,0,1600,5,1115,False,True
30,34000,192,0,1800,3,1185,False,True
71,151000,110,0,1600,5,1094,False,False
56,45336,110,0,1600,5,1080,False,True
68,112116,110,0,1600,5,1070,False,True
79,95000,86,0,1300,5,1035,False,True
64,34114,110,0,1600,3,1050,False,True
73,88186,72,0,2000,3,1115,True,False
61,50925,110,0,1600,5,1070,False,True
70,60600,86,0,1300,3,1060,False,True
40,45600,110,1,1600,5,1105,False,True
68,74308,110,0,1600,3,1050,False,True
38,67805,110,0,1600,5,1075,False,True
27,34545,110,0,1600,3,1120,False,True
48,78600,110,0,1600,5,1075,False,True
73,34717,86,0,1300,3,1015,False,True
36,63459,97,0,1400,5,1060,False,True
23,10000,97,0,1400,3,1100,False,True
66,81083,86,0,1300,3,1015,False,True
79,218118,72,0,2000,5,1150,True,False
54,66063,110,0,1600,5,1090,False,True
80,83540,110,0,1600,5,1070,False,True
76,43532,110,0,1600,5,1070,False,True
67,99781,110,0,1600,5,1085,False,True
80,66880,110,0,1600,3,1055,False,True
66,120000,72,0,2000,4,1100,True,False
80,82021,86,0,1300,5,1035,False,True
72,99245,110,0,1600,5,1114,False,True
79,89739,86,0,1300,5,1035,False,True
76,70039,110,0,1600,3,1050,False,True
67,73936,86,0,1300,5,1050,False,True
16,11000,110,0,1600,4,1105,False,True
58,51421,110,1,1600,5,1105,False,True
64,70116,110,0,1600,4,1035,False,True
70,85864,72,0,2000,5,1135,True,False
58,62024,110,0,1600,5,1075,False,True
67,58058,110,0,1600,3,1065,False,True
10,13747,97,0,1400,5,1110,False,True
75,67451,86,0,1300,4,1000,False,True
46,53700,97,0,1400,5,1060,False,True
72,105856,86,0,1300,3,1015,False,True
75,88000,110,0,1600,3,1050,False,True
11,16123,110,0,1600,3,1105,False,True
55,29650,86,0,1300,3,1025,False,True
69,74573,110,0,1600,5,1085,False,True
75,102005,107,1,1600,5,1105,False,True
27,49866,192,0,1800,5,1195,False,True
19,17038,110,0,1600,5,1130,False,True
49,107859,97,0,1400,5,1060,False,True
69,49640,110,0,1600,4,1035,False,True
43,85017,97,0,1400,5,1060,False,True
80,59326,110,0,1600,5,1085,False,True
80,111392,110,0,1598,3,1083,False,False
27,19700,192,0,1800,3,1185,False,True
65,36000,110,0,1600,3,1065,False,True
79,72328,110,0,1600,5,1075,False,True
71,164000,110,0,1600,3,1050,False,True
49,73175,97,0,1400,3,1030,False,True
42,53719,110,1,1600,5,1105,False,True
67,60000,86,1,1300,4,1030,False,True
75,74096,110,0,1600,3,1050,False,True
57,61682,110,0,1600,3,1050,False,True
69,60050,110,0,1600,3,1050,False,True
61,136956,110,0,1600,3,1065,False,True
41,28571,110,0,1600,5,1090,False,True
71,83291,110,0,1600,5,1070,False,True
41,50856,110,0,1600,4,1030,False,True
20,17300,97,0,1400,5,1110,False,True
52,65170,97,0,1400,3,1025,False,True
68,119541,110,0,1600,3,1055,False,True
78,36000,110,0,1600,3,1050,False,True
72,60483,110,0,1600,5,1075,False,True
49,41710,110,0,1600,3,1040,False,True
63,55942,110,0,1600,5,1070,False,True
56,61000,110,0,1600,3,1050,False,True
72,71054,86,1,1300,3,1045,False,True
79,95700,110,0,1600,5,1085,False,True
20,20000,110,1,1600,5,1165,False,True
56,113997,72,0,2000,5,1135,True,False
61,52112,110,0,1600,4,1035,False,True
70,61510,110,0,1600,4,1035,False,True
66,112000,110,0,1600,3,1065,False,True
47,69000,69,0,1900,5,1140,True,False
43,243000,69,0,1900,3,1110,True,False
75,101159,110,0,1600,5,1085,False,True
73,84402,110,0,1600,4,1035,False,True
65,176184,72,0,2000,3,1115,True,False
16,20629,110,0,1600,4,1090,False,True
57,80470,110,0,1600,5,1085,False,True
57,45000,110,0,1600,3,1050,False,True
39,108847,90,0,2000,5,1205,True,False
65,61384,110,0,1600,3,1050,False,True
38,46327,110,0,1600,3,1055,False,True
33,42823,110,0,1600,5,1075,False,True
80,69904,110,0,1600,5,1070,False,True
53,115113,97,0,1400,3,1025,False,True
14,40010,110,0,1600,5,1115,False,True
72,87083,110,0,1600,4,1035,False,True
42,92204,110,0,1600,5,1075,False,True
67,67762,110,0,1600,3,1065,False,True
42,55968,110,0,1600,3,1050,False,True
74,58454,86,0,1300,3,1015,False,True
76,60833,110,0,1600,4,1035,False,True
75,100192,110,0,1600,3,1050,False,True
54,149329,72,0,2000,5,1135,True,False
76,49170,86,0,1300,3,1045,False,True
57,65000,110,0,1600,4,1035,False,True
38,74319,110,0,1600,5,1075,False,True
68,119500,110,0,1600,5,1070,False,True
23,72937,90,0,2000,3,1165,True,False
8,13253,116,0,2000,5,1320,True,False
61,95147,110,0,1600,3,1050,False,True
75,57537,86,0,1300,5,1050,False,True
57,52548,110,0,1600,3,1050,False,True
72,75525,110,0,1600,3,1114,False,True
79,71359,110,0,1600,3,1050,False,True
50,76167,97,0,1400,5,1060,False,True
77,105152,86,0,1300,3,1015,False,True
76,76268,86,0,1300,3,1015,False,True
68,110287,110,0,1600,3,1050,False,True
70,68000,86,1,1300,3,1045,False,True
73,76151,86,0,1300,3,1015,False,True
80,74196,110,0,1600,5,1075,False,True
38,37320,97,0,1400,3,1025,False,True
64,116000,86,0,1300,5,1045,False,True
65,92226,110,0,1600,3,1065,False,True
66,47237,110,0,1600,3,1050,False,True
65,132807,72,0,2000,5,1135,True,False
67,126800,72,0,2000,5,1135,True,False
74,78894,110,0,1600,5,1070,False,True
70,47955,110,0,1600,5,1070,False,True
78,77000,110,0,1600,3,1050,False,True
80,65950,110,0,1600,5,1070,False,True
62,74457,110,0,1600,5,1075,False,True
68,117955,110,1,1600,4,1065,False,True
66,36658,110,0,1600,3,1050,False,True
47,40361,110,0,1600,5,1090,False,True
68,101889,110,0,1600,5,1075,False,True
56,33998,110,0,1600,5,1080,False,True
76,120263,72,0,2000,5,1135,True,False
71,75085,86,0,1300,5,1035,False,True
80,92096,86,0,1300,5,1035,False,True
51,49473,110,0,1600,3,1055,False,True
77,170000,72,0,2000,4,1100,True,False
47,46391,110,0,1600,5,1075,False,True
78,89953,110,0,1600,5,1114,False,True
61,81170,110,0,1600,4,1040,False,True
79,65254,86,0,1300,3,1015,False,True
54,62519,97,0,1400,3,1025,False,True
17,30351,90,0,1995,3,1260,True,False
58,34000,110,0,1600,5,1075,False,True
51,38403,110,0,1600,3,1055,False,True
79,75322,110,0,1600,4,1115,False,True
58,82254,110,0,1600,5,1050,False,True
60,64383,86,0,1300,3,1015,False,True
68,61100,110,0,1600,5,1075,False,True
66,22835,110,0,1600,3,1050,False,True
40,85389,110,0,1600,5,1075,False,True
49,131364,110,0,1600,5,1075,False,True
60,74720,110,0,1600,5,1085,False,True
65,62396,110,0,1600,3,1050,False,True
47,117430,90,0,2000,3,1165,True,False
61,79000,110,0,1600,3,1050,False,True
70,67100,110,0,1600,5,1075,False,True
71,82000,110,0,1600,5,1075,False,True
68,31000,110,0,1600,4,1035,False,True
68,119289,110,0,1600,4,1035,False,True
59,154783,72,0,2000,3,1120,True,False
66,50806,86,0,1300,3,1480,False,True
65,87821,86,0,1300,3,1015,False,True
63,101469,110,0,1600,3,1065,False,True
11,24500,110,0,1600,3,1120,False,True
64,73300,86,0,1300,3,1015,False,True
51,103018,69,0,1900,5,1140,True,False
53,57475,110,0,1600,3,1040,False,True
70,151300,72,0,2000,5,1150,True,False
73,176177,110,0,1600,5,1075,False,True
57,55844,86,0,1300,5,1045,False,True
66,76791,110,0,1600,5,1070,False,True
44,96829,110,0,1600,5,1075,False,True
20,29000,97,0,1400,5,1110,False,True
80,194765,72,0,2000,3,1120,True,False
22,49059,97,0,1400,3,1100,False,True
68,35000,110,0,1600,3,1050,False,True
44,63451,97,0,1400,3,1025,False,True
53,216000,69,0,1900,3,1110,True,False
44,44218,97,0,1400,5,1060,False,True
55,94401,72,0,2000,3,1115,True,False
52,135258,69,0,1900,5,1140,True,False
47,26221,97,0,1400,3,1025,False,True
80,97548,86,0,1300,5,1035,False,True
77,131307,110,0,1600,3,1050,False,True
68,117000,72,0,2000,3,1115,True,False
80,100458,110,0,1600,5,1085,False,True
54,50000,97,0,1400,3,1025,False,True
27,32809,97,0,1400,5,1110,False,True
32,34131,192,0,1800,3,1185,False,True
77,93000,110,0,1600,5,1075,False,True
74,159908,110,0,1600,3,1050,False,True
51,59000,97,0,1400,3,1025,False,True
51,198167,69,0,1900,4,1095,True,False
38,180638,90,0,2000,4,1160,True,False
67,79762,86,0,1300,3,1015,False,True
33,75699,69,0,1900,3,1105,True,False
68,74889,86,0,1300,3,1015,False,True
77,145996,110,0,1600,4,1035,False,True
60,61977,86,0,1300,3,1015,False,True
41,30989,110,0,1600,3,1045,False,True
68,88807,110,0,1600,3,1050,False,True
38,41754,110,0,1600,3,1040,False,True
65,35283,86,0,1300,3,1015,False,True
80,74151,110,0,1600,3,1050,False,True
53,72000,97,0,1400,3,1025,False,True
71,17016,86,0,1300,3,1015,False,True
63,70908,86,0,1300,5,1035,False,True
39,48945,110,0,1600,3,1040,False,True
68,42750,110,0,1600,3,1050,False,True
40,96518,97,0,1400,3,1025,False,True
17,10000,110,0,1598,5,1105,False,True
68,86714,110,0,1600,4,1035,False,True
54,115046,69,0,1900,5,1140,True,False
63,94504,86,0,1300,4,1000,False,True
71,107516,110,0,1600,3,1050,False,True
54,37000,97,0,1400,3,1025,False,True
68,33847,86,0,1300,4,1000,False,True
65,31588,86,0,1300,3,1015,False,True
80,122820,86,0,1300,5,1040,False,True
44,89757,110,0,1600,3,1045,False,True
22,41000,97,0,1400,3,1100,False,True
65,77500,110,0,1600,3,1050,False,True
50,54465,110,0,1600,5,1075,False,True
80,42186,110,0,1600,3,1050,False,True
20,37500,90,0,2000,3,1260,True,False
69,58952,110,0,1600,3,1050,False,True
66,60000,86,0,1300,3,1015,False,True
56,37461,97,0,1400,3,1025,False,True
80,57787,86,0,1300,3,1015,False,True
63,77457,110,0,1600,3,1055,False,True
38,58363,110,0,1600,3,1055,False,True
31,23000,192,0,1800,3,1185,False,True
41,37533,110,0,1600,5,1075,False,True
47,5309,110,1,1600,3,1070,False,True
48,142130,110,0,1600,5,1119,False,False
79,71263,86,0,1300,3,1015,False,True
14,5459,110,0,1600,5,1130,False,True
68,66785,86,1,1300,3,1045,False,True
30,67660,110,0,1600,3,1105,False,True
65,117609,86,0,1300,3,1015,False,True
80,100123,110,0,1600,3,1050,False,True
63,68238,86,0,1300,5,1050,False,True
73,75000,110,0,1600,5,1075,False,True
47,38900,97,0,1400,3,1025,False,True
74,48242,86,0,1300,5,1035,False,True
65,100550,110,0,1600,5,1075,False,True
61,51235,86,0,1300,4,1000,False,True
43,178858,110,0,1600,3,1084,False,False
65,47014,86,0,1300,3,1015,False,True
68,95000,110,0,1600,3,1050,False,True
52,53561,97,0,1400,5,1060,False,True
76,134889,72,0,2000,3,1115,True,False
48,64193,110,0,1600,3,1040,False,True
68,64950,110,0,1600,5,1075,False,True
65,81192,110,0,1600,3,1065,False,True
43,53773,110,0,1600,5,1075,False,True
29,43905,110,1,1600,3,1170,False,True
75,63634,110,0,1600,4,1035,False,True
53,70239,110,0,1600,3,1040,False,True
72,91921,86,0,1300,3,1020,False,True
39,46821,97,0,1400,5,1060,False,True
58,51712,110,0,1600,3,1050,False,True
80,86000,110,0,1600,3,1050,False,True
51,146736,110,0,1600,5,1080,False,True
58,73172,110,0,1600,5,1075,False,True
41,29056,97,0,1400,5,1060,False,True
68,78521,86,0,1300,3,1015,False,True
77,64280,110,0,1600,4,1035,False,True
20,32627,97,0,1400,5,1110,False,True
62,62377,110,0,1600,5,1075,False,True
76,110901,110,0,1600,5,1085,False,True
77,48838,110,0,1600,3,1055,False,True
20,66966,90,0,2000,3,1245,True,False
41,33000,110,1,1600,5,1075,False,True
75,82256,110,0,1600,3,1050,False,True
46,68414,97,0,1400,3,1025,False,True
19,51099,90,0,2000,5,1255,True,False
73,232940,72,0,2000,5,1172,True,False
76,125778,110,0,1600,3,1050,False,True
73,107108,110,0,1600,3,1050,False,True
80,71740,110,0,1600,5,1070,False,True
63,64690,86,0,1300,3,1020,False,True
80,110000,110,0,1600,4,1035,False,True
